name,BUILDING,STREET,zip code,PHONE,object,,,
jukai,237,e 53 st,10022,2125889788,8174,,,
gusto va mare,237,e 53 st,10022,2125839300,8172,,,
stella cafe,237,e 53 st,10022,2126886886,8175,,,
club max,238,e 53 st,10022,2126885120,8176,,,
club wynn gera gera,238,e 53 st,10022,2128880558,8177,,,
tomi jazz,239,e 53 st,10022,6464971254,8178,,,
luna piena,243,e 53 st,10022,2123088882,8179,,,
t g whitneys,244,e 53 st,10022,2128885772,8180,,,
hot kitchen,251,e 53 st,10022,2125888826,8181,,,
il nido restaurant,251,e 53 st,10022,2127538450,8182,,,
kiss my french,303,e 53 st,10022,6469281796,8183,,,
town crier,303,e 53 st,10022,2122233157,8184,,,
eclair bakery,305,e 53 st,10022,2127592253,8185,,,
privilege,307,e 53 st,10022,2128320857,8186,,,
212 steakhouse,316,e 53 st,10022,2128580646,8187,,,
caterinas,316,e 53 st,10022,2123555360,8188,,,
regents,317,e 53 st,10022,2126880773,8189,,,
al bustan restaurant,319,e 53 st,10022,2127595933,8191,,,
al bustan,319,e 53 st,10022,2127598439,8190,,,
ah chihuahua,330,e 53 st,10022,2128886807,8192,,,
tijuana tacos barandgrill,330,e 53 st,10022,2128886807,8193,,,
parnells pub,350,e 53 st,10022,2127531761,8194,,,
charlie palmer steak,5,e 54 st,10022,2129800369,8196,,,
alfredo 100,7,e 54 st,10022,8608407947,8197,,,
bice,7,e 54 st,10022,2126881999,8198,,,
san pietro,18,e 54 st,10022,2127539015,8199,,,
papillon bistro bar,22,e 54 st,10022,2127549006,8200,,,
cosi,38,e 54 st,10022,2123700705,8201,,,
nerai,55,e 54 st,10022,2127595554,8202,,,
oceana restaurant,55,e 54 st,10022,2127595941,8203,,,
bills,57,e 54 st,10022,2125182727,8204,,,
reliable food,59,e 54 st,10022,2127506363,8205,,,
monkey bar,60,e 54 st,10022,2122881010,8206,,,
cellini,65,e 54 st,10022,2127511555,8207,,,
the brook,111,e 54 st,10022,2127537020,8208,,,
hong kong government industrial promotion,115,e 54 st,10022,2126883022,8209,,,
le reve,125,e 54 st,10022,2127597777,8210,,,
mikes bistro,127,e 54 st,10022,2127993911,8212,,,
korea palace,127,e 54 st,10022,2128322352,8211,,,
mike_s bistro,127,e 54 st,10022,3473480477,8213,,,
bobby vans steakhouse,131,e 54 st,10022,2122078050,8214,,,
barnes noble cafe,160,e 54 st,10022,2127508033,8215,,,
crimson rye,198,e 54 st,10022,2126876692,8216,,,
wolfgangs steakhouse,200,e 54 st,10022,2125889653,8219,,,
vong,200,e 54 st,10022,2124869592,8217,,,
vong restaurant,200,e 54 st,10022,2124868664,8218,,,
lexicon,226,e 54 st,10022,2126885577,8221,,,
b b lounge,226,e 54 st,10022,2127595466,8220,,,
brooklyn diamond coffee,240,e 54 st,10022,9172612507,8222,,,
equinox 54 th street,250,e 54 st,10022,2122772374,8223,,,
sutton inn,347,e 54 st,10022,6463703045,8225,,,
jubilee,347,e 54 st,10022,2128883569,8224,,,
gibsons restaurant,1,e 55 st,10022,2122078562,8227,,,
the polo bar,1,e 55 st,10022,2122078562,8228,,,
maisonnette kitchen employee cafeteria,2,e 55 st,10022,2127534500,8230,,,
the king cole bar and salon,2,e 55 st,10022,2123396800,8231,,,
lespinasse,2,e 55 st,10022,2123396719,8229,,,
friars national assoc,57,e 55 st,10022,2127517272,8232,,,
the core club,60,e 55 st,10022,2124866600,8233,,,
aquavit,65,e 55 st,10022,2123077311,8234,,,
sweetgreen,66,e 55 st,10022,9146023590,8235,,,
the core club,66,e 55 st,10022,2123817800,8236,,,
3 deli grill,133,e 55 st,10022,2124863272,8238,,,
angus club steakhouse,135,e 55 st,10022,2125881585,8239,,,
lychee house,141,e 55 st,10022,2127533900,8241,,,
our place,141,e 55 st,10022,2127533900,8242,,,
kung fu little steamed buns,146,e 55 st,10022,2128048556,8244,,,
fuji japanese restaurant,146,e 55 st,10022,2129808812,8243,,,
omars mediterranean cuisine,154,e 55 st,10022,2122078302,8245,,,
midtown restaurant,155,e 55 st,10022,2126441611,8246,,,
shun lee palace,155,e 55 st,10022,2123718844,8247,,,
darbar grill,157,e 55 st,10022,2127514600,8249,,,
da antonio ristorante,157,e 55 st,10022,2125881545,8248,,,
hinata ramen,159,e 55 st,10022,2123552974,8252,,,
apna taj indian restaurant,159,e 55 st,10022,2122230010,8250,,,
east ocean chinese fast food,159,e 55 st,10022,2125880699,8251,,,
draught 55 bar kitchen,245,e 55 st,10022,2123004096,8253,,,
jimmy walkers restaurant,245,e 55 st,10022,2123196650,8254,,,
a la mode shoppe,360,e 55 st,10022,9176393401,8255,,,
roast kitchen,58,e 56 st,10022,2127764395,8257,,,
chefs kitchen,58,e 56 st,10022,2127557516,8256,,,
chopt,60,e 56 st,10022,2127502467,8258,,,
cosi,60,e 56 st,10022,2125881225,8259,,,
nse fifty six,109,e 56 st,10022,6465594793,8264,,,
bistro,109,e 56 st,10022,2122236767,8262,,,
josco of new york,109,e 56 st,10022,2127508825,8263,,,
table xii,109,e 56 st,10022,2127505656,8265,,,
american cut,111,e 56 st,10022,2123885277,8261,,,
harlow,111,e 56 st,10022,2129356600,8267,,,
montebello,120,e 56 st,10022,2127531447,8268,,,
pizza by certe,132,e 56 st,10022,2128132020,8270,,,
kelly katers,141,e 56 st,10022,9179723817,8271,,,
bumble bumble cafe,146,e 56 st,10022,2125216562,8272,,,
amata,209,e 56 st,10022,2123080830,8273,,,
aquaterra,209,e 56 st,10022,2126444447,8274,,,
lips restaurant,227,e 56 st,10022,2126757710,8277,,,
beatrice china,227,e 56 st,10022,2127585380,8275,,,
bill hongs,227,e 56 st,10022,2127514048,8276,,,
panda restaurant,228,e 56 st,10022,2127529156,8278,,,
dai hachi inc,303,e 56 st,10022,2128888101,8279,,,
picasso restaurant,303,e 56 st,10022,2127598767,8280,,,
cafe aka,330,e 56 st,10022,5166448958,8281,,,
il valentino,330,e 56 st,10022,2123550001,8282,,,
town tennis members club,430,e 56 st,10022,2127524059,8283,,,
nse fifty six,109,e 56 th,10022,6465594793,8284,,,
four seasons hotel,57,e 57 st,10022,2127585700,8285,,,
the barfour seasons hotel,57,e 57 st,10022,2123506603,8287,,,
garden restaurant,57,e 57 st,10022,2123506658,8286,,,
ty bar four seasons new york,57,e 57 st,10022,2128936802,8288,,,
blt steak,106,e 57 st,10022,2127527470,8289,,,
nare sushi,115,e 57 st,10022,6466660061,8290,,,
spa castle premier,115,e 57 st,10022,2127508800,8291,,,
palace restaurant,122,e 57 st,10022,2123198989,8294,,,
opia restaurant,130,e 57 st,10022,2126883939,8295,,,
g d restaurant associates,136,e 57 st,10022,2128320011,8297,,,
il mulino,136,e 57 st,10022,2122238848,8298,,,
belmora pizza restaurant,139,e 57 st,10022,2129352080,8299,,,
juan valdez cafe,140,e 57 st,10022,9172890981,8300,,,
teodora,141,e 57 st,10022,2128267101,8301,,,
le colonial,149,e 57 st,10022,2127520808,8302,,,
57th belle house,151,e 57 st,10022,7184246412,8303,,,
premium seafood co,157,e 57 st,10022,2127505377,8304,,,
complete body spa,301,e 57 st,10022,2127777703,8305,,,
mr chow,324,e 57 st,10022,2127519030,8306,,,
nearys pub,358,e 57 st,10022,2127511434,8307,,,
bella roma pizza,401,e 57 st,10022,2129357000,8308,,,
ultimate in pizza,401,e 57 st,10022,2123199027,8309,,,
starbucks,125 - 135,e 57 st,10022,2129351866,8296,,,
0,14,e 58 st,10022,2035702121,8311,,,
all about food,16,e 58 st,10022,2123550900,8312,,,
green cafe,36,e 58 st,10022,2123553312,8313,,,
osteria serafina,38,e 58 st,10022,2128328888,8314,,,
lavo new york,39,e 58 st,10022,2127505588,8315,,,
paper moon milano,39,e 58 st,10022,2127588600,8316,,,
tao,42,e 58 st,10022,2128882288,8317,,,
l a gourmet deli,111,e 58 st,10022,2123080811,8318,,,
la gourmet,111,e 58 st,10022,2019069545,8319,,,
antique cafe,150,e 58 st,10155,6464227765,8321,,,
antique bakery,150,e 58 st,10155,9175170633,8320,,,
le cirque,151,e 58 st,10022,2126440202,8322,,,
land of plenty,204,e 58 st,10022,2123088788,8323,,,
blooms tavern,208,e 58 st,10022,2123089400,8325,,,
ada,208,e 58 st,10022,2123716060,8324,,,
dawat,210,e 58 st,10022,2123557555,8326,,,
evolve,221,e 58 st,10022,2123553395,8328,,,
casa doro restaurant,221,e 58 st,10022,2123193315,8327,,,
viva events and catering,222,e 58 st,10022,9086160844,8331,,,
vivolo restaurant,222,e 58 st,10022,2127373533,8332,,,
barvetro,222,e 58 st,10022,2123080112,8329,,,
cucina vivolo,222,e 58 st,10022,2123080222,8330,,,
simon indian palace,230,e 58 st,10022,6465900647,8333,,,
yuva,230,e 58 st,10022,2123390090,8334,,,
chola,232,e 58 st,10016,2126884619,8335,,,
chola eclectic indian cuisine,232,e 58 st,10016,2126880464,8336,,,
townhouse of ny,236,e 58 st,10022,2127544649,8337,,,
bon vivant new york,238,e 58 st,10022,6464814844,8338,,,
bruno,240,e 58 st,10022,2126884190,8339,,,
club a steakhouse,240,e 58 st,10022,2126884190,8340,,,
felidia,243,e 58 st,10022,2127581479,8342,,,
moonstruck diner,250,e 58 st,10022,2127521711,8343,,,
cafe nicholson,323,e 58 st,10022,2123556769,8344,,,
amaze,401,e 58 st,10022,2126888808,8345,,,
bistro vendome,405,e 58 st,10022,2129359100,8346,,,
march restaurant,405,e 58 st,10022,2127546272,8347,,,
lavo new york,39,e 58 th,10022,2127505588,8348,,,
antica bottega del vino,5,e 59 st,10022,2122235778,8349,,,
bottega del vino,7,e 59 st,10022,2122233028,8350,,,
coco cafe,7,e 59 st,10022,2129353535,8351,,,
houlihans,10,e 59 st,10153,2123398850,8352,,,
macaron cafe,44,e 59 st,10022,2124862470,8353,,,
59e59 bar,59,e 59 st,10022,2127535959,8354,,,
oxford cafe,109,e 59 st,10022,2127501060,8355,,,
food exchange,120,e 59 st,10022,2127590656,8356,,,
uja federation,130,e 59 st,10022,2128361540,8357,,,
asian 59,207,e 59 st,10022,2123714777,8359,,,
chinese porcelain co,232,e 59 st,10022,2128387744,8360,,,
sasabune express new york,322,e 59 st,10022,2125888998,8361,,,
yorkafe,322,e 59 st,10022,6464093964,8362,,,
uncorked bar grill,344,e 59 st,10022,6464298365,8363,,,
yqw guastuavinos,344,e 59 st,10022,2127557255,8364,,,
four cuts steakhouse,400,e 59 st,10022,2122040008,8365,,,
guastavinos,409,e 59 st,10022,2129802711,8366,,,
morso,420,e 59 st,10022,2127592706,8368,,,
bouterin,420,e 59 st,10022,2127580323,8367,,,
mayahuel,304,e 6 st,10003,2122535888,8369,,,
cherin sushi,306,e 6 st,10003,2123881348,8372,,,
bricklane curry house,306,e 6 st,10003,2129792900,8371,,,
beetle house,308,e 6 st,10003,2124772400,8373,,,
rose of india,308,e 6 st,10003,2125335011,8374,,,
taj cafe,310,e 6 st,10003,2125058056,8375,,,
malai marke,318,e 6 st,10003,2127777729,8376,,,
tajmahal indian restaurant,318,e 6 st,10003,2125292217,8377,,,
zerza,320,e 6 st,10003,2125298250,8370,,,
angon on the sixth,320,e 6 st,10003,2122608229,8378,,,
raj mahal indian restaurant,322,e 6 st,10003,2129823632,8381,,,
kook,324,e 6 st,10003,2122540300,8383,,,
calcutta restaurant,324,e 6 st,10003,2129828127,8382,,,
souen noodle,326,e 6 st,10003,2123881155,8386,,,
the izakaya,326,e 6 st,10003,9174751284,8387,,,
rose of bombay,326,e 6 st,10003,2129828848,8384,,,
sonali restaurant,326,e 6 st,10003,2125057517,8385,,,
zen 6 ramen gyoza house,328,e 6 st,10003,6464298471,8390,,,
banana leaf ny,328,e 6 st,10003,2126748884,8388,,,
chiyono,328,e 6 st,10003,2126733984,8389,,,
elsewhere espresso,335,e 6 st,10003,9175026109,8392,,,
awash ethiopian restaurant,338,e 6 st,10003,2129829589,8393,,,
raku,342,e 6 st,10003,2122281324,8396,,,
the eddy,342,e 6 st,10003,9179917538,8397,,,
maras,342,e 6 st,10003,2125981110,8394,,,
prince of india,342,e 6 st,10003,2122280388,8395,,,
apna masala indian cuisine,344,e 6 st,10003,9172999478,8398,,,
edwin neals fish bar,345,e 6 st,10003,2124770617,8399,,,
sauce,345,e 6 st,10003,9176205105,8400,,,
caravan of dreams,405,e 6 st,10009,2122541613,8401,,,
death co,433,e 6 st,10009,2123880882,8402,,,
raga,433,e 6 st,10009,2123880957,8403,,,
cherry tavern,441,e 6 st,10009,2127771448,8404,,,
banh mi zon,443,e 6 st,10009,6465246384,8405,,,
eastern bloc,505,e 6 st,10009,2127772555,8407,,,
carma,507,e 6 st,10009,2122289688,8408,,,
oriental grill,507,e 6 st,10009,2124774649,8409,,,
out east,509,e 6 st,10009,7189152909,8411,,,
kion,509,e 6 st,10009,2125295200,8410,,,
buenos aires,513,e 6 st,10009,2122282775,8412,,,
josies bar,520,e 6 st,10009,2122289532,8413,,,
against the grain,620,e 6 st,10009,2123587065,8414,,,
grape and grain,620,e 6 st,10009,2124200002,8415,,,
bakerita,627,e 6 st,10009,2123881276,8416,,,
pbd,627,e 6 st,10009,6319424838,8417,,,
blythe anns,516,e 6 th,10009,2124208520,8418,,,
metropolitan club,1,e 60 st,10022,2128387400,8419,,,
harmonie club,4,e 60 st,10022,2123557400,8420,,,
avra madison estiatorio,14,e 60 st,10022,2129370100,8422,,,
rotisserie georgette,14,e 60 st,10022,2123908060,8424,,,
kimpton hotels restaurant group,14,e 60 st,10022,2124460013,8423,,,
le bilboquet,20,e 60 st,10022,2127513036,8425,,,
genes coffee shop,26,e 60 st,10022,2123553790,8426,,,
philippe nyc i,33,e 60 st,10022,2128715603,8428,,,
philippe,33,e 60 st,10022,2126448885,8427,,,
ilmulino,37,e 60 st,10022,2127503270,8430,,,
bistro 60,37,e 60 st,10022,2122301350,8429,,,
delissimo deli cafe,39,e 60 st,10022,2125932333,8431,,,
iammo bello,39,e 60 st,10022,2129359418,8432,,,
amali,115,e 60 st,10022,2123398363,8433,,,
blu on park,116,e 60 st,10022,2122561929,8434,,,
karwon,116,e 60 st,10022,2124861359,8435,,,
the bar room,117,e 60 st,10022,2125615523,8436,,,
gourmet park,119,e 60 st,10022,2129358500,8437,,,
fresh co,127,e 60 st,10022,2126637374,8438,,,
le veau dor,129,e 60 st,10022,2128388133,8440,,,
akoe midtown japanese,129,e 60 st,10022,2126888882,8439,,,
mariella pizza,151,e 60 st,10022,2123195999,8444,,,
marbo restaurant,151,e 60 st,10022,2128321210,8443,,,
anassa taverna,200,e 60 st,10022,2123715200,8445,,,
contrapunto restaurant,200,e 60 st,10022,2127518616,8447,,,
maida restaurant inc,200,e 60 st,10022,2128884637,8448,,,
brasserie 360,200,e 60 st,10022,2126888688,8446,,,
chill box,202,e 60 st,10022,2127591590,8450,,,
cafe fresco,205,e 60 st,10022,2123555151,8451,,,
arizona 206 restaurant,206,e 60 st,10022,2128380440,8452,,,
canaletto,208,e 60 st,10022,2123179192,8454,,,
serendipity 3,225,e 60 st,10022,2128383531,8455,,,
a little taste cafe alt box,234,e 60 st,10022,2124311000,8456,,,
the jeffrey,311,e 60 st,10022,2123552337,8459,,,
sapphires east,333,e 60 st,10022,2124213600,8460,,,
patsys pizzeria restaurant,204-206,e 60 st,10022,2126889707,8453,,,
hotel pierre banquet kitchen,2,e 61 st,10065,2128388000,8463,,,
le caprice,2,e 61 st,10065,2129408195,8464,,,
perrine,2,e 61 st,10065,2129408195,8465,,,
sirio,2,e 61 st,10065,2129408195,8466,,,
serafina,33,e 61 st,10065,2127029898,8467,,,
geisha,33,e 61 st,10065,2128131113,8468,,,
maison hugo,132,e 61 st,10065,2128320500,8474,,,
circus,132,e 61 st,10065,2122232965,8471,,,
circus restaurant,132,e 61 st,10065,2122232566,8472,,,
dick edwards restaurant,132,e 61 st,10065,2123559010,8473,,,
chimi churri grill,133,e 61 st,10065,6467070801,8475,,,
davidburke donatella,133,e 61 st,10065,2128132121,8476,,,
wajima,134,e 61 st,10065,2128139065,8477,,,
brio,137,e 61 st,10065,2129802300,8478,,,
gina mexicana,145,e 61 st,10065,2125273700,8479,,,
scalinatella restaurant,201,e 61 st,10065,2122078280,8480,,,
cafe 61,330,e 61 st,10065,9172869763,8481,,,
maison hugo,132,e 61 st ,10065,2128320500,8482,,,
scalinatella restaurant,201,e 61 st ,10065,2122078280,8483,,,
cafe 61,330,e 61 st ,10065,9172869763,8484,,,
knickerbocker club,2,e 62 st,10065,2128386700,8485,,,
amaranth,21,e 62 st,10065,2129806700,8486,,,
arcadia,21,e 62 st,10065,2122232900,8487,,,
links club,36,e 62 st,10065,2128388181,8488,,,
birch coffee,135,e 62 st,10065,9178416564,8489,,,
tavern 62,135,e 62 st,10065,2129889021,8494,,,
fishtail,135,e 62 st,10065,2127541300,8490,,,
maratti restaurant,135,e 62 st,10065,2128266686,8493,,,
four winds japanese restaurant,135,e 62 st,10065,2127553115,8491,,,
jovia,135,e 62 st,10065,2127526000,8492,,,
dopo east,345,e 62 st,10065,6464846548,8496,,,
trattoria dopo teatro,345,e 62 st,10065,2126444300,8497,,,
il vagabondo restaurant,351,e 62 st,10065,2128329221,8498,,,
anatolia mediterranean cuisine,401,e 62 st,10065,2122237500,8499,,,
dalga seafood grill,401,e 62 st,10065,2128131790,8500,,,
prime at the bentley,500,e 62 st,10065,2129339733,8501,,,
blue gold deli,510,e 62 st,10065,2127551162,8502,,,
club macanudo cigar bar,26,e 63 st,10065,2127528200,8504,,,
majorelle,28,e 63 st,10065,2129352888,8505,,,
the lowell,28,e 63 st,10065,2126056859,8506,,,
the pembroke room,28,e 63 st,10065,2126056825,8507,,,
vaucluse,100,e 63 st,10065,6468692300,8509,,,
park avenue cafe,100,e 63 st,10065,2126441900,8508,,,
society of illustrators,128,e 63 st,10065,2128382560,8510,,,
bravo gianni,230,e 63 st,10065,2127527272,8512,,,
altesi ristorante,26,e 64 st,10065,2123552088,8514,,,
altesi restaurant,26,e 64 st,10065,2127598900,8513,,,
arabelle,37,e 64 st,10065,2126064600,8515,,,
alices tea cup,156,e 64 st,10065,2124869200,8516,,,
la cicala,156,e 64 st,10065,2123190319,8517,,,
jo jo,160,e 64 st,10065,2122335656,8518,,,
jackson hole,232,e 64 st,10065,2123717187,8519,,,
fatty fish,406,e 64 st,10065,2128139338,8521,,,
solace restaurant,406,e 64 st,10065,2127500434,8525,,,
cambalache,406,e 64 st,10065,2122232229,8522,,,
muggs,406,e 64 st,10065,2123712020,8524,,,
angkor cambodian bistro,408,e 64 st,10065,2127582111,8526,,,
johns pizzeria,408,e 64 st,10065,2129352895,8527,,,
match 65,29,e 65 st,10065,2127374400,8528,,,
daniel,60,e 65 st,10065,2122880088,8529,,,
monster sushi inc,133,e 65 st,10065,2122492222,8531,,,
212 restaurant bar,133,e 65 st,10065,2122496565,8530,,,
chopita restaurant,330,e 65 st,10065,2128611524,8533,,,
sushi masa,220,e 65 st ,10065,2127150837,8534,,,
1 east 66th street kitchen,1,e 66 st,10065,2128793900,8535,,,
lotos club grill room,5,e 66 st,10065,2127377100,8536,,,
bistro chat noir,22,e 66 st,10065,2127942428,8538,,,
anthony bistro 66,22,e 66 st,10065,2123961234,8537,,,
the cosmopolitan club,122,e 66 st,10065,2127345950,8539,,,
java girl,348,e 66 st,10065,2127373490,8541,,,
regency whist club,15,e 67 st,10065,2127341734,8543,,,
bedford falls,206,e 67 st,10065,2127178181,8544,,,
madman espresso,210,e 67 st,10065,9176059265,8545,,,
bel ami,30,e 68 st,10065,2127371313,8547,,,
padoca bakery,359,e 68 st,10065,2123004543,8548,,,
sophies cuban cuisine,401,e 68 st,10065,2124391814,8551,,,
fresh food kitchen,401,e 68 st,10065,2127723663,8550,,,
brb cafe,521,e 68 st,10065,2127466100,8552,,,
au bon pain,525,e 68 st,10065,2127467642,8553,,,
wok n roll,359,e 68 st ,10065,2128794000,8549,,,
columbus citizens foundation,8,e 69 st,10021,2122499923,8555,,,
le charlot,19,e 69 st,10021,2127941628,8556,,,
union club of city of new york,101,e 69 st,10021,2127345400,8557,,,
starbucks,345,e 69 st,10021,2124731312,8558,,,
yia yia,404,e 69 st,10021,2124521210,8559,,,
griffis faculty club,413,e 69 st,10021,2127466100,8560,,,
mcsorleys old ale house,15,e 7 st,10003,2122542570,8561,,,
east village thai restaurant,32,e 7 st,10003,2126734610,8563,,,
le petit parisien,32,e 7 st,10003,9172620406,8564,,,
streecha,33,e 7 st,10003,2126777160,8565,,,
burp castle,41,e 7 st,10003,2129824576,8566,,,
jimmys on 7 th street,43,e 7 st,10003,2129823006,8567,,,
standings,43,e 7 st,10003,2124200671,8568,,,
via della pace,48,e 7 st,10003,2122535803,8570,,,
van leeuwen artisan ice cream,49,e 7 st,10003,7187150758,8569,,,
roll it up,63,e 7 st,10003,6463460266,8572,,,
agavi organic juice bar,72,e 7 st,10003,2123908042,8573,,,
big bar,73,e 7 st,10003,2127776969,8574,,,
cupcake market,74,e 7 st,10003,6468611274,8575,,,
klimat,77,e 7 st,10003,9172140589,8576,,,
blue gold bar,79,e 7 st,10003,2127771006,8577,,,
abraco,81,e 7 st,10003,3476102034,8578,,,
krystals cafe 81,81,e 7 st,10003,2124734900,8579,,,
abraco,86,e 7 st,10003,2123889731,8580,,,
original falafel star,86,e 7 st,10003,2124771901,8581,,,
caracas arepa bar,91,e 7 st,10009,2122285062,8582,,,
caracas arepa to go,91,e 7 st,10009,2122285062,8583,,,
lukes lobster,93,e 7 st,10009,2123878487,8584,,,
kyo ya,94,e 7 st,10009,2129824140,8585,,,
xyz,102,e 7 st,10009,6468613661,8586,,,
rosebasil,104,e 7 st,10009,9176340016,8587,,,
porchetta,110,e 7 st,10009,2127772151,8588,,,
desnuda,122,e 7 st,10009,2122543515,8589,,,
butter lane,123,e 7 st,10009,2126772880,8590,,,
tea drunk,123,e 7 st,10009,9175739936,8591,,,
big gay ice cream,125,e 7 st,10009,2125339333,8592,,,
ruffian wine bar,125,e 7 st,10009,2127770855,8593,,,
giano,126,e 7 st,10009,2126737200,8595,,,
baldo vino,126,e 7 st,10009,2129790319,8594,,,
taureau la sirene,127,e 7 st,10009,2122282222,8597,,,
le village,127,e 7 st,10009,2125390231,8596,,,
pylos,128,e 7 st,10009,2124730220,8598,,,
avant garden,130,e 7 st,10009,2127772017,8599,,,
shervins cafe,131,e 7 st,10009,9175961443,8600,,,
c b,178,e 7 st,10009,2126762985,8601,,,
cb,178,e 7 st,10009,2126742985,8602,,,
dawgz on park,178,e 7 st,10009,2125980667,8603,,,
sake bar satsko,202,e 7 st,10009,2126140933,8604,,,
porsena,2123,e 7 st,10003,2122284923,8605,,,
caracas arepa bar,939312,e 7 st,10009,2125292314,8606,,,
butterfield market,170,e 70 st,10021,2122887800,8607,,,
shabu shabu 70 restaurant,314,e 70 st,10021,2128615635,8608,,,
dunkin donuts,411,e 70 st,10021,6463681713,8611,,,
matsu ii sushi,411,e 70 st,10021,2122888830,8612,,,
matsu japanaese cuisine,411,e 70 st,10021,2127444447,8609,,,
bistro middle eastern,411,e 70 st,10021,2127443115,8610,,,
the allie way sports bar,413,e 70 st,10021,9175120397,8614,,,
murphys law,417,e 70 st,10021,2126283724,8615,,,
latin bites,419,e 70 st,10021,2125854250,8617,,,
jp best food,419,e 70 st,10021,2127948845,8616,,,
pyramid coffee company,535,e 70 st,10021,2127742695,8618,,,
graces trattoria,201,e 71 st,10021,2124522323,8619,,,
4 th floor cafe,221,e 71 st,10021,2125170586,8620,,,
belaire cafe,525,e 71 st,10021,2126061980,8621,,,
joe the juice,150,e 72 st,10021,9175654016,8622,,,
la crosta restaurant,436,e 72 st,10021,2124725004,8623,,,
via quadronno,25,e 73 st,10021,2126509880,8624,,,
christopher myles restaurant,208,e 73 st,10021,2127377677,8625,,,
bohemian,321,e 73 st,10021,2128611038,8626,,,
sasabune,401,e 73 st,10021,2122498583,8628,,,
akira,401,e 73 st,10021,2122498583,8627,,,
the sweet shop nyc,404,e 73 st,10021,2129608685,8629,,,
amoun,406,e 73 st,10021,2127377659,8630,,,
caravaggio,23,e 74 st,10021,2122881004,8631,,,
coco pazzo,23,e 74 st,10021,2127940205,8632,,,
creative cakes,400,e 74 st,10021,2127949811,8637,,,
glorious food,522,e 74 st,10021,2127372140,8638,,,
vivolo,138140,e 74 st,10021,2127373533,8635,,,
cucina vivolo,138140,e 74 st,10021,2127174700,8633,,,
fulton,205,e 75 st,10021,2122886600,8641,,,
b cafe,240,e 75 st,10021,2122493300,8642,,,
seamstress,339,e 75 st,10021,2122888033,8644,,,
hacienda de argentina,339,e 75 st,10021,2124725300,8643,,,
upper east side oasis,339,e 75 st,10021,2124723777,8645,,,
oslo coffee roasters,422,e 75 st,10021,3472552508,8646,,,
cafe boulud,20,e 76 st,10021,2127722600,8648,,,
bar pleiades,20,e 76 st,10021,2127722600,8647,,,
carlyle restaurant,35,e 76 st,10021,2127441600,8650,,,
hotel carlyle,35,e 76 st,10021,2127441600,8651,,,
cafe carlyle,35,e 76 st,10021,2125707189,8649,,,
green life juice bar,311,e 76 st,10021,2123210744,8653,,,
blue nun restaurant,401,e 76 st,10021,2122492700,8654,,,
jones wood foundry,401,e 76 st,10021,2122492700,8655,,,
bagels co,500,e 76 st,10021,2127170405,8656,,,
the mark restaurant,25,e 77 st,10075,2126063030,8658,,,
marks restaurant bar,25,e 77 st,10075,2128791864,8657,,,
handcraft coffee,151,e 77 st,10075,9173464330,8659,,,
sabor a mexico,233,e 77 st,10075,2124398301,8660,,,
cafe buon gusto,236,e 77 st,10075,2125356884,8661,,,
le pain quotidien,252,e 77 st,10075,2122498600,8662,,,
maroni hot pots,307,e 77 st,10075,2016758771,8664,,,
grotta del mare,307,e 77 st,10075,2125352866,8663,,,
dining room,.1-A,e 77 st,10021,2127341468,8665,,,
the georgian suite kitchen,.1-A,e 77 st,10021,2127341468,8666,,,
manhattan west,25,e 78 st,10075,2122050100,8667,,,
lady m confections,41,e 78 st,10075,2125422222,8668,,,
montecarlo nyc,181,e 78 st,10075,6468633465,8670,,,
bandol,181,e 78 st,10075,2127441800,8669,,,
pil pil,265,e 78 st,10075,2129883788,8671,,,
sushi hana,265,e 78 st,10075,2123270582,8672,,,
simla indian restaurant,304,e 78 st,10075,2127379520,8673,,,
the confession box,304,e 78 st,10075,2127379520,8674,,,
heidis house,308,e 78 st,10075,2122490069,8675,,,
xian famous foods,328,e 78 st,10075,2127862068,8676,,,
sashimi express,354,e 78 st,10075,9292319376,8677,,,
iron sushi,355,e 78 st,10075,2127727680,8678,,,
sushi of gari,402,e 78 st,10075,2125175340,8680,,,
ola vivabar,453,e 78 st,10075,6467679970,8681,,,
heac,142,e 79 st,10075,2123272705,8682,,,
il riccio restaurant,152,e 79 st,10075,2126399111,8683,,,
candle 79,154,e 79 st,10075,2125377179,8684,,,
our place china chalet,242,e 79 st,10075,2122884888,8685,,,
yorkville restaurant,242,e 79 st,10075,2124728013,8686,,,
quatorze bis restaurant,323,e 79 st,10075,2125351414,8688,,,
suzan kitchen,323,e 79 st,10075,2122885002,8689,,,
santa fe bar grill,242-244,e 79 st,10075,2125377745,8687,,,
subway,29,e 8 st,10003,3472681222,8693,,,
moms cooking,33,e 8 st,10003,2126747687,8694,,,
kiin thai eatery,36,e 8 st,10003,2125292363,8695,,,
joe coffee,37,e 8 st,10003,2124662800,8696,,,
soho tiffin junction,42,e 8 st,10003,2127770440,8699,,,
johnny rockets,42,e 8 st,10003,2122538175,8697,,,
pepes restaurant,42,e 8 st,10003,2125333810,8698,,,
dunkin donuts,52,e 8 st,10003,2124750890,8700,,,
jp street,52,e 8 st,10003,2123889881,8701,,,
la mia pizza,52,e 8 st,10003,2125391909,8702,,,
just salad,53,e 8 st,10003,2122441111,8704,,,
cosi,53,e 8 st,10003,2122601507,8703,,,
